math_eq,CorrAns,dstr1,dstr2,CorrAns_key,thisN,thisTrialN,thisRepN,key_resp_eq.keys,key_resp_eq.corr,key_resp_eq.rt,key_resp_eq.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_rest.thisRepN,loop_rest.thisTrialN,loop_rest.thisN,loop_rest.thisIndex,thisRow.t,notes,piloting,instruction_screen.started,text_instruction.started,key_resp_inst.started,instruction_screen.stopped,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,set_options.started,set_options.stopped,trial.started,text_equation.started,text_opt1.started,text_opt2.started,text_opt3.started,trial.stopped,trials.key_resp_eq.keys,trials.key_resp_eq.corr,pause.started,text_2.started,text_2.stopped,pause.stopped,feedback.started,text_feedback.started,text_feedback.stopped,feedback.stopped,is_rest.started,is_rest.stopped,trials.key_resp_eq.rt,trials.key_resp_eq.duration,rest_screen.started,text.started,text.stopped,rest_screen.stopped,Q1.started,text_q1.started,key_resp_2.started,Q1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end_screen.started,text_endscreen.started,key_resp.started,key_resp.stopped,text_endscreen.stopped,end_screen.stopped,key_resp.keys,participant,session,delay,group,date,expName,expVersion,psychopyVersion,frameRate,expStart,
30 + 22,52,58,53,1,40,40,0,1,0,2.278433999978006,None,0,40,40,40,,,,,491.71713069919497,,,,,,,,,,491.7088419999927,491.7090707998723,491.71470479946584,491.71713069919497,491.71713069919497,491.71713069919497,491.71713069919497,493.9976001996547,1,0,493.99775709956884,494.00457339920104,495.9964409992099,495.98879379965365,495.988830499351,495.9964409992099,498.99280539993197,498.9800207000226,498.98005739971995,498.98025849927217,2.278433999978006,None,,,,,,,,,,,,,,,,,,,204,1,short,A,2026-07-10_11h06.37.402,arithmetic_task,,2026.1.3,120.28497904583301,2026-07-10 11h06.37.498541 -0400,
25 - 14,11,2,6,1,41,41,0,1,0,2.202936500310898,None,0,41,41,41,,,,,498.99280539993197,,,,,,,,,,498.98405719920993,498.9842772996053,498.9897245001048,498.99280539993197,498.99280539993197,498.99280539993197,498.99280539993197,501.1972229992971,1,0,501.19739869982004,501.2048491993919,503.19650959968567,503.18838439974934,503.188420499675,503.19650959968567,506.1929194992408,506.18001579958946,506.18004539981484,506.1802394995466,2.202936500310898,None,,,,,,,,,,,,,,,,,,,204,1,short,A,2026-07-10_11h06.37.402,arithmetic_task,,2026.1.3,120.28497904583301,2026-07-10 11h06.37.498541 -0400,
100 / 4,25,20,22,3,42,42,0,3,0,2.011232200078666,None,0,42,42,42,,,,,506.1929194992408,,,,,,,,,,506.18411879986525,506.18433659989387,506.1901906998828,506.1929194992408,506.1929194992408,506.1929194992408,506.1929194992408,508.20580889936537,3,0,508.2059677997604,508.213258699514,510.2050711000338,510.19726129993796,510.1972985994071,510.2050711000338,513.2011786997318,513.1885321000591,513.188560099341,513.188755299896,2.011232200078666,None,,,,,,,,,,,,,,,,,,,204,1,short,A,2026-07-10_11h06.37.402,arithmetic_task,,2026.1.3,120.28497904583301,2026-07-10 11h06.37.498541 -0400,
58 - 13,45,55,44,3,43,43,0,3,0,3.7542660003528,None,0,43,43,43,,,,,513.2011786997318,,,,,,,,,,513.1926021995023,513.192828499712,513.1986702997237,513.2011786997318,513.2011786997318,513.2011786997318,513.2011786997318,516.9559434000403,3,0,516.9561188993976,516.9635548992082,518.9553714999929,518.9473327994347,518.9473693994805,518.9553714999929,521.9512208998203,521.9386805994436,521.9387077996507,521.9389034993947,3.7542660003528,None,,,,,,,,,,,,,,,,,,,204,1,short,A,2026-07-10_11h06.37.402,arithmetic_task,,2026.1.3,120.28497904583301,2026-07-10 11h06.37.498541 -0400,
33 + 22,55,52,53,2,44,44,0,2,0,2.4606256997212768,None,0,44,44,44,,,,,521.9512208998203,,,,,,,,,,521.942748199217,521.9429810997099,521.9485478000715,521.9512208998203,521.9512208998203,521.9512208998203,521.9512208998203,524.4144310997799,2,0,524.4145875992253,524.4221145994961,526.4136180998757,526.4062744993716,526.4063115995377,526.4136180998757,529.4101339997724,529.3973924992606,529.3974216999486,529.3976199999452,2.4606256997212768,None,,,,,,,,,,,,,,,,,,,204,1,short,A,2026-07-10_11h06.37.402,arithmetic_task,,2026.1.3,120.28497904583301,2026-07-10 11h06.37.498541 -0400,
24 - 14,10,20,11,2,45,45,0,2,0,3.8494031000882387,None,0,45,45,45,,,,,529.4101339997724,,,,,,,,,,529.4014424998313,529.4016634998843,529.4073735997081,529.4101339997724,529.4101339997724,529.4101339997724,529.4101339997724,533.2647810997441,2,0,533.2649249993265,533.272019200027,535.2635749997571,535.2555820997804,535.25562039949,535.2635749997571,538.2604441996664,538.2477631997317,538.2477905992419,538.2479868996888,3.8494031000882387,None,,,,,,,,,,,,,,,,,,,204,1,short,A,2026-07-10_11h06.37.402,arithmetic_task,,2026.1.3,120.28497904583301,2026-07-10 11h06.37.498541 -0400,
118 / 2,59,55,57,3,46,46,0,3,0,5.110950900241733,None,0,46,46,46,,,,,538.2604441996664,,,,,,,,,,538.251848699525,538.2520701000467,538.2577665997669,538.2604441996664,538.2604441996664,538.2604441996664,538.2604441996664,543.3729435997084,3,0,543.3731019999832,543.3804339999333,545.3723254995421,545.3646960994229,545.3647329993546,545.3723254995421,548.3689687997103,548.3560656998307,548.3560939999297,548.3562936997041,5.110950900241733,None,,,,,,,,,,,,,,,,,,,204,1,short,A,2026-07-10_11h06.37.402,arithmetic_task,,2026.1.3,120.28497904583301,2026-07-10 11h06.37.498541 -0400,
14 * 2,28,38,16,1,47,47,0,1,0,7.85024750046432,None,0,47,47,47,,,,,548.3689687997103,,,,,,,,,,548.360193499364,548.3604150991887,548.3663200000301,548.3689687997103,548.3689687997103,548.3689687997103,548.3689687997103,556.2232545996085,1,0,556.2234121998772,556.2311293995008,558.2226956998929,558.2148861000314,558.2149294000119,558.2226956998929,561.2193064000458,561.2064974000677,561.2065249998122,561.2067265994847,7.85024750046432,None,,,,,,,,,,,,,,,,,,,204,1,short,A,2026-07-10_11h06.37.402,arithmetic_task,,2026.1.3,120.28497904583301,2026-07-10 11h06.37.498541 -0400,
23 * 4,92,82,87,3,48,48,0,3,0,7.560246700420976,None,0,48,48,48,,,,,561.2193064000458,,,,,,,,,,561.2106715999544,561.2109044995159,561.2164378995076,561.2193064000458,561.2193064000458,561.2193064000458,561.2193064000458,568.7819374995306,3,0,568.7820938993245,568.7892916994169,570.7811372997239,570.7730731992051,570.7731109000742,570.7811372997239,573.7784083997831,573.765383400023,573.7654112996534,573.7656159996986,7.560246700420976,None,,,,,,,,,,,,,,,,,,,204,1,short,A,2026-07-10_11h06.37.402,arithmetic_task,,2026.1.3,120.28497904583301,2026-07-10 11h06.37.498541 -0400,
25 + 19,44,53,38,1,49,49,0,1,0,3.6892015002667904,None,0,49,49,49,0,0,0,0,582.4648818997666,,,,,,,,,,573.7695780992508,573.7698061000556,573.7755960999057,573.7784083997831,573.7784083997831,573.7784083997831,573.7784083997831,577.4738004999235,1,0,577.4739608000964,577.4812223995104,579.4731932999566,579.4649474993348,579.4649849999696,579.4731932999566,582.4648818997666,582.457438999787,582.4574665995315,582.4576644999906,3.6892015002667904,None,582.457906499505,582.4648818997666,592.4565866999328,592.448611099273,,,,,,,,,,,,,,,204,1,short,A,2026-07-10_11h06.37.402,arithmetic_task,,2026.1.3,120.28497904583301,2026-07-10 11h06.37.498541 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.4524010997266,592.4565866999328,592.4565866999328,605.6909282999113,2,13.23212660010904,None,,,,,,,,204,1,short,A,2026-07-10_11h06.37.402,arithmetic_task,,2026.1.3,120.28497904583301,2026-07-10 11h06.37.498541 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.6909753996879,605.6988156000152,606.6818565996364,620.6736031994224,620.6903989994898,620.6824417999014,None,204,1,short,A,2026-07-10_11h06.37.402,arithmetic_task,,2026.1.3,120.28497904583301,2026-07-10 11h06.37.498541 -0400,
