math_eq,CorrAns,dstr1,dstr2,CorrAns_key,thisN,thisTrialN,thisRepN,key_resp_eq.keys,key_resp_eq.corr,key_resp_eq.rt,key_resp_eq.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_rest.thisRepN,loop_rest.thisTrialN,loop_rest.thisN,loop_rest.thisIndex,thisRow.t,notes,piloting,instruction_screen.started,text_instruction.started,key_resp_inst.started,instruction_screen.stopped,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,set_options.started,set_options.stopped,trial.started,text_equation.started,text_opt1.started,text_opt2.started,text_opt3.started,trial.stopped,trials.key_resp_eq.keys,trials.key_resp_eq.corr,trials.key_resp_eq.rt,trials.key_resp_eq.duration,pause.started,text_2.started,text_2.stopped,pause.stopped,feedback.started,text_feedback.started,text_feedback.stopped,feedback.stopped,is_rest.started,is_rest.stopped,rest_screen.started,text.started,text.stopped,rest_screen.stopped,Q1.started,text_q1.started,key_resp_2.started,Q1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end_screen.started,text_endscreen.started,key_resp.started,key_resp.stopped,text_endscreen.stopped,end_screen.stopped,key_resp.keys,participant,session,delay,group,date,expName,expVersion,psychopyVersion,frameRate,expStart,
30 + 22,52,58,53,1,40,40,0,1,0,2.4218663999345154,None,0,40,40,40,,,,,392.4081610001158,,,,,,,,,,392.39980140002444,392.4000285998918,392.40552769997157,392.4081610001158,392.4081610001158,392.4081610001158,392.4081610001158,394.82919179997407,1,0,2.4218663999345154,None,394.8293687000405,394.8371351000387,396.8287595999427,396.8206253000535,396.8206607999746,396.8287595999427,399.82488460000604,399.8126848998945,399.8127119001001,399.81290400004946,,,,,,,,,,,,,,,,,,,205,1,short,A,2026-07-10_14h00.42.122,arithmetic_task,,2026.1.3,119.61321864739885,2026-07-10 14h00.42.216494 -0400,
25 - 14,11,2,6,1,41,41,0,2,0,0.9083825999405235,None,0,41,41,41,,,,,399.82488460000604,,,,,,,,,,399.8166877999902,399.816907600034,399.8222626000643,399.82488460000604,399.82488460000604,399.82488460000604,399.82488460000604,400.7377345999703,2,0,0.9083825999405235,None,400.737905099988,400.7455569000449,402.73714140011,402.72961529996246,402.73122560000047,402.73714140011,405.7334614000283,405.7207116999198,405.7207383001223,405.72093269997276,,,,,,,,,,,,,,,,,,,205,1,short,A,2026-07-10_14h00.42.122,arithmetic_task,,2026.1.3,119.61321864739885,2026-07-10 14h00.42.216494 -0400,
100 / 4,25,20,22,3,42,42,0,3,0,1.784494400024414,None,0,42,42,42,,,,,405.7334614000283,,,,,,,,,,405.7247828999534,405.7250123999547,405.73061840003356,405.7334614000283,405.7334614000283,405.7334614000283,405.7334614000283,407.52124599996023,3,0,1.784494400024414,None,407.52140250010416,407.52887140004896,409.52067780005746,409.5126485999208,409.51406270009466,409.52067780005746,412.5171403000131,412.50423340010457,412.5042622999754,412.5044700000435,,,,,,,,,,,,,,,,,,,205,1,short,A,2026-07-10_14h00.42.122,arithmetic_task,,2026.1.3,119.61321864739885,2026-07-10 14h00.42.216494 -0400,
58 - 13,45,55,44,3,43,43,0,3,0,4.809179899981245,None,0,43,43,43,,,,,412.5171403000131,,,,,,,,,,412.50827990006655,412.50850580004044,412.51413869997486,412.5171403000131,412.5171403000131,412.5171403000131,412.5171403000131,417.33018000004813,3,0,4.809179899981245,None,417.3303340000566,417.33742189989425,419.3292934000492,419.3213140000589,419.32134860008955,419.3292934000492,422.32541840011254,422.312953799963,422.31298010004684,422.3131784000434,,,,,,,,,,,,,,,,,,,205,1,short,A,2026-07-10_14h00.42.122,arithmetic_task,,2026.1.3,119.61321864739885,2026-07-10 14h00.42.216494 -0400,
33 + 22,55,52,53,2,44,44,0,2,0,1.7519183999393135,None,0,44,44,44,,,,,422.32541840011254,,,,,,,,,,422.3170161000453,422.31723670009524,422.3228086999152,422.32541840011254,422.32541840011254,422.32541840011254,422.32541840011254,424.07989170006476,2,0,1.7519183999393135,None,424.0800423999317,424.0877010000404,426.0794091001153,426.07154630008154,426.07157990010455,426.0794091001153,429.075777299935,429.0635522000957,429.0635792000685,429.06377510004677,,,,,,,,,,,,,,,,,,,205,1,short,A,2026-07-10_14h00.42.122,arithmetic_task,,2026.1.3,119.61321864739885,2026-07-10 14h00.42.216494 -0400,
24 - 14,10,20,11,2,45,45,0,2,0,2.201778099872172,None,0,45,45,45,,,,,429.075777299935,,,,,,,,,,429.0676216001157,429.06784130004235,429.07328310003504,429.075777299935,429.075777299935,429.075777299935,429.075777299935,431.2799990000203,2,0,2.201778099872172,None,431.2801526999101,431.28800960001536,433.2794147999957,433.27181309997104,433.2718472001143,433.2794147999957,436.2761623999104,436.26369250006974,436.2637183999177,436.2639121999964,,,,,,,,,,,,,,,,,,,205,1,short,A,2026-07-10_14h00.42.122,arithmetic_task,,2026.1.3,119.61321864739885,2026-07-10 14h00.42.216494 -0400,
118 / 2,59,55,57,3,46,46,0,3,0,4.521353299962357,None,0,46,46,46,,,,,436.2761623999104,,,,,,,,,,436.2678080999758,436.2680303999223,436.27359490003437,436.2761623999104,436.2761623999104,436.2761623999104,436.2761623999104,440.79703060002066,3,0,4.521353299962357,None,440.79720290005207,440.8046719999984,442.7963439999148,442.7884883999359,442.78852159995586,442.7963439999148,445.7929873999674,445.7802399999928,445.7802659999579,445.78046260005794,,,,,,,,,,,,,,,,,,,205,1,short,A,2026-07-10_14h00.42.122,arithmetic_task,,2026.1.3,119.61321864739885,2026-07-10 14h00.42.216494 -0400,
14 * 2,28,38,16,1,47,47,0,1,0,2.7327584999147803,None,0,47,47,47,,,,,445.7929873999674,,,,,,,,,,445.7842949000187,445.78451790008694,445.790370099945,445.7929873999674,445.7929873999674,445.7929873999674,445.7929873999674,448.5307670000475,1,0,2.7327584999147803,None,448.5309218999464,448.53811730002053,450.530049999943,450.5219994999934,450.522033700021,450.530049999943,453.5265059999656,453.51363860000856,453.5136653999798,453.5138626000844,,,,,,,,,,,,,,,,,,,205,1,short,A,2026-07-10_14h00.42.122,arithmetic_task,,2026.1.3,119.61321864739885,2026-07-10 14h00.42.216494 -0400,
23 * 4,92,82,87,3,48,48,0,3,0,5.735732299974188,None,0,48,48,48,,,,,453.5265059999656,,,,,,,,,,453.51783409994096,453.51805839990266,453.5235377999488,453.5265059999656,453.5265059999656,453.5265059999656,453.5265059999656,459.2642246999312,3,0,5.735732299974188,None,459.2644013001118,459.27142030000687,461.2634421000257,461.25586439995095,461.25589890009724,461.2634421000257,464.2597276000306,464.24687530007213,464.24690210004337,464.24709669989534,,,,,,,,,,,,,,,,,,,205,1,short,A,2026-07-10_14h00.42.122,arithmetic_task,,2026.1.3,119.61321864739885,2026-07-10 14h00.42.216494 -0400,
25 + 19,44,53,38,1,49,49,0,1,0,3.7543947999365628,None,0,49,49,49,0,0,0,0,473.00535889994353,,,,,,,,,,464.25104380003177,464.2512914999388,464.25699710007757,464.2597276000306,464.2597276000306,464.2597276000306,464.2597276000306,468.01427899999544,1,0,3.7543947999365628,None,468.0144344998989,468.0216572000645,470.01349349995144,470.00610479991883,470.00613999995403,470.01349349995144,473.00535889994353,472.99726799991913,472.99729440012015,472.9974901000969,472.9977122999262,473.00535889994353,482.9967290998902,482.98932739999145,,,,,,,,,,,,,,,205,1,short,A,2026-07-10_14h00.42.122,arithmetic_task,,2026.1.3,119.61321864739885,2026-07-10 14h00.42.216494 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.9931449999567,482.9967290998902,482.9967290998902,491.3730621000286,1,8.374569199979305,None,,,,,,,,205,1,short,A,2026-07-10_14h00.42.122,arithmetic_task,,2026.1.3,119.61321864739885,2026-07-10 14h00.42.216494 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.37310600001365,491.3804631999228,492.3638327999506,506.3557508001104,506.37257830007,506.36465779994614,None,205,1,short,A,2026-07-10_14h00.42.122,arithmetic_task,,2026.1.3,119.61321864739885,2026-07-10 14h00.42.216494 -0400,
